0.755918977082,38.5523766305,10.3017950515,-1.1414672173452403e-10,8.526064976313476e-11,3.111039353120589e-11
0.753831195416,38.535006614,10.3018957139,-1.1414672173452403e-10,8.526064976313476e-11,3.111039353120589e-11
0.751428127758,38.5095443131,10.30422008,-1.1409738877110213e-10,8.51803661136403e-11,3.11162852108325e-11
0.749875344708,38.495067096,10.3062795633,-1.1402243316969946e-10,8.512757282299783e-11,3.1121752516721474e-11
0.747995896783,38.4714383356,10.3089256806,-1.1398026161421397e-10,8.504692054993711e-11,3.112861498175379e-11
0.746300557945,38.4532901747,10.3112824731,-1.1391128020333415e-10,8.498207770446152e-11,3.113497938654891e-11
0.744462125449,38.4267034299,10.3111738135,-1.1385790734479086e-10,8.489160655107416e-11,3.1133523193909105e-11
0.74319448268,38.4116071624,10.3117940135,-1.137787105896881e-10,8.484430358986464e-11,3.1134643760981385e-11
0.741777083061,38.3869782318,10.3127612301,-1.1373328888875863e-10,8.476499709661182e-11,3.1136435969218864e-11
0.740389891027,38.3680891018,10.3157317752,-1.1366037177965494e-10,8.470300063934192e-11,3.114465242236832e-11
0.739002176666,38.340426587,10.3168843741,-1.1360341671462334e-10,8.460744979912161e-11,3.114700383488528e-11
0.737948970694,38.3247455598,10.3209672385,-1.1352034058806272e-10,8.455458635962591e-11,3.115857758313196e-11
0.736889771075,38.2991635528,10.3205412556,-1.1347208707814214e-10,8.446196948052339e-11,3.115616284803265e-11
0.735733712762,38.2795817545,10.3227331917,-1.1339561021590764e-10,8.440210257490248e-11,3.1162027385849285e-11
0.734615182983,38.2509794418,10.3266063149,-1.13335768104761e-10,8.430608759618085e-11,3.117259024317277e-11
0.733590399947,38.2348846139,10.3288454822,-1.1324978580637587e-10,8.42437765608002e-11,3.1178596602077516e-11
0.732629679642,38.2085800418,10.3307115759,-1.1320000161290052e-10,8.41545662426552e-11,3.118310003270869e-11
0.73137870439,38.188618454,10.3325814971,-1.1312164605340437e-10,8.408664919457169e-11,3.118799123826154e-11
0.730314218166,38.1592667278,10.3355615596,-1.1306051165039808e-10,8.398936721507651e-11,3.1195856352127115e-11
0.728992751785,38.1370881599,10.3349810958,-1.1297317993510052e-10,8.391140468538356e-11,3.1193351128624414e-11
